year,paper,authors,ratings,decisions,institution,csranking,categories,authors_citations,authors_publications,authors_hindex,arxiv
2020,Incorporating BERT into Neural Machine Translation,Jinhua Zhu;Yingce Xia;Lijun Wu;Di He;Tao Qin;Wengang Zhou;Houqiang Li;Tieyan Liu,6.0,Accept,University of Science and Technology of China;Microsoft;SUN YAT-SEN UNIVERSITY;Peking University;Microsoft;University of Science and Technology of China;University of Science and Technology of China;Microsoft,481;-1;481;22;-1;481;481;-1,3,36;1288;205;40;15;3191;6175;13552,11;49;36;29;15;179;386;369,3;14;7;4;2;28;39;51,False
2020,Transferring Optimality Across Data Distributions via Homotopy Methods,Matilde Gargiani;Andrea Zanelli;Quoc Tran Dinh;Moritz Diehl;Frank Hutter,5.666666666666667,Accept,"Universität Freiburg;Universität Freiburg;University of North Carolina, Chapel Hill;Universität Freiburg;Universität Freiburg",118;118;73;118;118,9,21;173;619;6547;13008,7;32;66;315;233,2;7;14;36;51,False
2020,Quantum Algorithms for Deep Convolutional Neural Networks,Iordanis Kerenidis;Jonas Landman;Anupam Prakash,7.0,Accept,Université Paris Diderot;Universite Paris Diderot;Universite Paris Diderot,481;481;481,0,1603;26;616,100;3;39,22;2;11,False
2020,Unrestricted Adversarial Examples via Semantic Manipulation,Anand Bhattad;Min Jin Chong;Kaizhao Liang;Bo Li;D. A. Forsyth,6.0,Accept,"University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign;University of Illinois, Urbana Champaign",3;3;3;3;3,4,39;99;26;235;20774,6;6;4;147;426,4;4;2;9;62,True
2020,A Stochastic Derivative Free Optimization Method with Momentum,Eduard Gorbunov;Adel Bibi;Ozan Sener;El Houcine Bergou;Peter Richtarik,6.0,Accept,Moscow Institute of Physics and Technology;KAUST;Intel;KAUST;KAUST,481;128;-1;128;128,0,25;462;1183;71;5790,10;25;33;14;159,3;9;13;5;37,True
2020,Learning The Difference That Makes A Difference With Counterfactually-Augmented Data,Divyansh Kaushik;Eduard Hovy;Zachary Lipton,5.75,Accept,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University,1;1;1,3,137;23872;4885,6;579;97,4;76;29,True
2020,Fast is better than free: Revisiting adversarial training,Eric Wong;Leslie Rice;J. Zico Kolter,6.666666666666667,Accept,Carnegie Mellon University;Carnegie Mellon University;Carnegie Mellon University,1;1;1,4,726;72;7966,22;5;117,6;3;36,False
2020,Disentangling neural mechanisms for perceptual grouping,Junkyung Kim*;Drew Linsley*;Kalpit Thakkar;Thomas Serre,7.333333333333333,Accept,Brown University;Brown University;Brown University;Brown University,67;67;67;67,0,53;132;32;8070,19;21;3;117,4;7;3;29,True
2020,How to 0wn the NAS in Your Spare Time,Sanghyun Hong;Michael Davinroy;Yiǧitcan Kaya;Dana Dachman-Soled;Tudor Dumitraş,5.0,Accept,"University of Maryland, College Park;Swarthmore College;University of Maryland, College Park;University of Maryland, College Park;University of Maryland, College Park",12;-1;12;12;12,4;10,521;17;107;850;1790,55;3;12;68;100,13;2;5;17;20,False
2020,Option Discovery using Deep Skill Chaining,Akhil Bagaria;George Konidaris,6.0,Accept,Brown University;Brown University,67;67,0,23;3018,3;145,1;29,False
2020,Massively Multilingual Sparse Word Representations,Gábor Berend,7.333333333333333,Accept,University of Szeged,323,3,255,31,8,False
2020,RaPP: Novelty Detection with Reconstruction along Projection Pathway,Ki Hyun Kim;Sangwoo Shim;Yongsub Lim;Jongseob Jeon;Jeongwoo Choi;Byungchan Kim;Andre S. Yoon,6.0,Accept,MakinaRocks;MakinaRocks;MakinaRocks;MakinaRocks;MakinaRocks;MakinaRocks;MakinaRocks,-1;-1;-1;-1;-1;-1;-1,0,77;117;237;1;272;251;2,24;24;18;1;38;16;2,6;3;7;1;10;2;1,False
2020,Domain Adaptive Multibranch Networks,Róger Bermúdez-Chacón;Mathieu Salzmann;Pascal Fua,5.666666666666667,Accept,Swiss Federal Institute of Technology Lausanne;Swiss Federal Institute of Technology Lausanne;Swiss Federal Institute of Technology Lausanne,481;481;481,10,27;5661;4410,6;198;81,2;42;21,False
2020,Continual learning with hypernetworks,Johannes von Oswald;Christian Henning;João Sacramento;Benjamin F. Grewe,6.666666666666667,Accept,Swiss Federal Institute of Technology;Swiss Federal Institute of Technology;Swiss Federal Institute of Technology;Swiss Federal Institute of Technology,10;10;10;10,6,15;52;249;758,9;17;26;19,2;4;8;9,True
2020,Distributed Bandit Learning: Near-Optimal Regret with Efficient Communication,Yuanhao Wang;Jiachen Hu;Xiaoyu Chen;Liwei Wang,6.666666666666667,Accept,Tsinghua University;Peking University;Peking University;Peking University,8;22;22;22,1,76;6;-1;2396,5;5;-1;75,3;2;-1;23,True
2020,SVQN: Sequential Variational Soft Q-Learning Networks,Shiyu Huang;Hang Su;Jun Zhu;Ting Chen,5.5,Accept,Tsinghua University;Tsinghua University;Tsinghua University;Tsinghua University,8;8;8;8,10;8,1675;1613;705;488,185;69;96;42,21;13;15;10,False
2020,PROGRESSIVE LEARNING AND DISENTANGLEMENT OF HIERARCHICAL REPRESENTATIONS,Zhiyuan Li;Jaideep Vitthal Murkute;Prashnna Kumar Gyawali;Linwei Wang,7.333333333333333,Accept,Rochester Institute of Technology;Rochester Institute of Technology;Rochester Institute of Technology;Rochester Institute of Technology,128;128;128;128,5,9;0;61;5,11;2;12;9,1;0;2;1,False
2020,Learning transport cost from subset correspondence,Ruishan Liu;Akshay Balsubramani;James Zou,5.666666666666667,Accept,Stanford University;;Stanford University,4;-1;4,0,90;286;1618,17;25;94,5;7;21,True
2020,Meta Dropout: Learning to Perturb Latent Features for Generalization,Hae Beom Lee;Taewook Nam;Eunho Yang;Sung Ju Hwang,5.666666666666667,Accept,Korea Advanced Institute of Science and Technology;Korea Advanced Institute of Science and Technology;Korea Advanced Institute of Science and Technology;Korea Advanced Institute of Science and Technology,481;481;481;481,6;8,96;44;1067;1128,23;3;75;71,5;2;16;16,True
2020,On Robustness of Neural Ordinary Differential Equations,Hanshu YAN;Jiawei DU;Vincent TAN;Jiashi FENG,6.666666666666667,Accept,National University of Singapore;National University of Singapore;National University of Singapore;National University of Singapore,16;16;16;16,4,12;115;2953;9533,9;33;277;332,1;5;25;52,False
2020,Towards neural networks that provably know when they don't know,Alexander Meinke;Matthias Hein,6.0,Accept,University of Tuebingen;University of Tuebingen,154;154,0,22;524,5;53,2;8,True
2020,Exploration in Reinforcement Learning with Deep Covering Options,Yuu Jinnai;Jee Won Park;Marlos C. Machado;George Konidaris,6.0,Accept,Brown University;Brown University;Google;Brown University,67;67;-1;67,1;10,92;235;637;3018,23;22;31;145,6;6;11;29,False
2020,Mixed Precision DNNs: All you need is a good parametrization,Stefan Uhlich;Lukas Mauch;Fabien Cardinaux;Kazuki Yoshiyama;Javier Alonso Garcia;Stephen Tiedemann;Thomas Kemp;Akira Nakamura,6.0,Accept,Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.;Sony Europe Ltd.,-1;-1;-1;-1;-1;-1;-1;-1,0,270;177;860;54;20;16;1153;1102,30;22;41;7;11;18;67;267,7;8;13;4;3;2;15;15,True
2020,Depth-Width Trade-offs for ReLU Networks via Sharkovsky's Theorem,Vaggos Chatziafratis;Sai Ganesh Nagarajan;Ioannis Panageas;Xiao Wang,8.0,Accept,Stanford University;Singapore University of Technology and Design;Singapore University of Technology and Design;Singapore University of Technology and Design,4;481;481;481,1,95;35;497;4404,13;9;35;361,5;3;10;31,False
2020,Learning to Move with Affordance Maps,William Qi;Ravi Teja Mullapudi;Saurabh Gupta;Deva Ramanan,6.0,Accept,"Carnegie Mellon University;Carnegie Mellon University;University of Illinois, Urbana Champaign;Carnegie Mellon University",1;1;3;1,0,1;261;59;32040,1;13;30;163,1;5;4;59,False
2020,Sign Bits Are All You Need for Black-Box Attacks,Abdullah Al-Dujaili;Una-May O'Reilly,6.666666666666667,Accept,Massachusetts Institute of Technology;Massachusetts Institute of Technology,2;2,4,36;3604,10;220,4;31,False
2020,Biologically inspired sleep algorithm for increased generalization and adversarial robustness in deep neural networks,Timothy Tadros;Giri Krishnan;Ramyaa Ramyaa;Maxim Bazhenov,7.0,Accept,"University of California, San Diego;University of California, San Diego;;University of California, San Diego",11;11;-1;11,4;8,4;98;73;4362,6;15;18;205,1;4;4;37,False
2020,SNODE: Spectral Discretization of Neural ODEs for System Identification,Alessio Quaglino;Marco Gallieri;Jonathan Masci;Jan Koutník,6.666666666666667,Accept,NNAISENSE;NNAISENSE;NNAISENSE;NNAISENSE,-1;-1;-1;-1,8,50;147;5373;3122,18;17;47;50,4;6;22;14,True
2020,Query2box: Reasoning over Knowledge Graphs in Vector Space Using Box Embeddings,Hongyu Ren*;Weihua Hu*;Jure Leskovec,6.666666666666667,Accept,Stanford University;Stanford University;Stanford University,4;4;4,1;10,240;1346;48502,42;63;302,10;13;93,False
2020,Theory and Evaluation Metrics for Learning Disentangled Representations,Kien Do;Truyen Tran,6.0,Accept,Deakin University;Deakin University,481;481,5,67;1938,11;133,5;24,True
2020,Learning to Plan in High Dimensions via Neural Exploration-Exploitation Trees,Binghong Chen;Bo Dai;Qinjie Lin;Guo Ye;Han Liu;Le Song,7.333333333333333,Accept,Georgia Institute of Technology;Google;Northwestern University;Northwestern University;Northwestern University;Georgia Institute of Technology,13;-1;44;44;44;13,0,10;418;22;234;13;9519,5;58;11;79;28;329,2;8;3;6;2;54,True
2020,And the Bit Goes Down: Revisiting the Quantization of Neural Networks,Pierre Stock;Armand Joulin;Rémi Gribonval;Benjamin Graham;Hervé Jégou,7.0,Accept,Facebook;Facebook;INRIA;Facebook;Facebook,-1;-1;-1;-1;-1,0,102;10653;9827;958;14008,10;74;215;48;165,4;32;44;11;40,True
2020,Continual Learning with Adaptive Weights (CLAW),Tameem Adel;Han Zhao;Richard E. Turner,4.666666666666667,Accept,University of Cambridge;Carnegie Mellon University;University of Cambridge,71;1;71,6,443;43;3055,25;13;175,9;2;30,False
2020,Depth-Adaptive Transformer,Maha Elbayad;Jiatao Gu;Edouard Grave;Michael Auli,5.0,Accept,INRIA;Facebook;Facebook;Facebook,-1;-1;-1;-1,0,59;1440;7711;6931,6;41;57;71,3;15;23;31,False
2020,Robust Local Features for Improving the Generalization of Adversarial Training,Chuanbiao Song;Kun He;Jiadong Lin;Liwei Wang;John E. Hopcroft,5.666666666666667,Accept,Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Peking University;Cornell University,39;39;39;22;7,4;8,3;-1;121;98;28945,1;-1;15;23;303,1;-1;4;6;60,True
2020,Learning deep graph matching with channel-independent embedding and Hungarian attention,Tianshu Yu;Runzhong Wang;Junchi Yan;Baoxin Li,5.0,Accept,Arizona State University;Shanghai Jiao Tong University;Shanghai Jiao Tong University;Arizona State University,95;53;53;95,10,70;37;2284;3431,21;4;148;225,6;2;27;28,False
2020,Large Batch Optimization for Deep Learning: Training BERT in 76 minutes,Yang You;Jing Li;Sashank Reddi;Jonathan Hseu;Sanjiv Kumar;Srinadh Bhojanapalli;Xiaodan Song;James Demmel;Kurt Keutzer;Cho-Jui Hsieh,5.666666666666667,Accept,"University of California Berkeley;Google;Google;Google;Google;Google;Google;University of California Berkeley;University of California Berkeley;University of California, Los Angeles",5;-1;-1;-1;-1;-1;-1;5;5;20,9,836;71;2194;92;941;1642;3824;20309;16995;12827,29;36;53;5;142;28;48;429;417;168,12;3;20;3;13;16;17;66;60;41,True
2020,Reanalysis of Variance Reduced Temporal Difference Learning,Tengyu Xu;Zhe Wang;Yi Zhou;Yingbin Liang,6.2,Accept,Ohio State University;Ohio State University;University of Utah;Ohio State University,77;77;233;77,9,75;231;28;5076,14;102;72;212,6;8;3;32,False
2020,Unsupervised Model Selection for Variational Disentangled Representation Learning,Sunny Duan;Loic Matthey;Andre Saraiva;Nick Watters;Chris Burgess;Alexander Lerchner;Irina Higgins,6.0,Accept,Google;Google;Google;Google;Google;Google;Google,-1;-1;-1;-1;-1;-1;-1,5;7,49;317;-1;321;527;2146;2018,2;9;-1;11;18;23;25,2;6;-1;6;9;15;11,True
2020,On the Weaknesses of Reinforcement Learning for Neural Machine Translation,Leshem Choshen;Lior Fox;Zohar Aizenbud;Omri Abend,5.666666666666667,Accept,Hebrew University of Jerusalem;Hebrew University of Jerusalem;Hebrew University of Jerusalem;Hebrew University of Jerusalem,67;67;67;67,3;4;5;1,117;27;22;725,17;4;4;50,7;2;2;17,True
2020,Training binary neural networks with real-to-binary convolutions,Brais Martinez;Jing Yang;Adrian Bulat;Georgios Tzimiropoulos,6.0,Accept,Imperial College London;The University of Nottingham;Samsung;The University of Nottingham,73;233;-1;233,0,1734;68;1373;4733,46;49;29;102,19;4;11;32,False
2020,Mixed-curvature Variational Autoencoders,Ondrej Skopek;Octavian-Eugen Ganea;Gary Bécigneul,7.333333333333333,Accept,Google;Massachusetts Institute of Technology;Massachusetts Institute of Technology,-1;2;2,5,12;529;243,6;17;17,2;9;5,False
2020,Program Guided Agent,Shao-Hua Sun;Te-Lin Wu;Joseph J. Lim,7.333333333333333,Accept,University of Southern California;University of Southern California;University of Southern California,31;31;31,3;6;8,1502;97;2976,36;15;51,7;4;21,False
2020,Revisiting Self-Training for Neural Sequence Generation,Junxian He;Jiatao Gu;Jiajun Shen;Marc'Aurelio Ranzato,6.666666666666667,Accept,Carnegie Mellon University;Facebook;Facebook;Facebook,1;-1;-1;-1,3,248;1440;121;51,14;41;19;17,8;15;5;4,True
2020,"Ridge Regression: Structure, Cross-Validation, and Sketching",Sifan Liu;Edgar Dobriban,7.0,Accept,Stanford University;University of Pennsylvania,4;19,0,77;561,16;42,5;11,False
2020,Deep Network Classification by Scattering and Homotopy Dictionary Learning,John Zarka;Louis Thiry;Tomas Angles;Stephane Mallat,7.333333333333333,Accept,Ecole Normale Superieure;Ecole Normale Superieure;Ecole Normale Superieure;Ecole Normale Superieure,100;100;100;100,1,12;47;41;1162,4;8;6;31,2;2;3;12,False
2020,FreeLB: Enhanced Adversarial Training for Natural Language Understanding,Chen Zhu;Yu Cheng;Zhe Gan;Siqi Sun;Tom Goldstein;Jingjing Liu,8.0,Accept,"University of Maryland, College Park;Microsoft;Microsoft;Microsoft;University of Maryland, College Park;Microsoft",12;-1;-1;-1;12;-1,3;4;8,725;10195;2442;627;228;403,62;883;90;49;61;80,11;46;26;11;10;6,True
2020,Reinforcement Learning with Competitive  Ensembles of Information-Constrained Primitives,Anirudh Goyal;Shagun Sodhani;Jonathan Binas;Xue Bin Peng;Sergey Levine;Yoshua Bengio,6.666666666666667,Accept,University of Montreal;University of Montreal;University of Montreal;University of California Berkeley;University of California Berkeley;University of Montreal,128;128;128;5;5;128,8,1137;78;693;1116;24893;208566,46;23;28;23;310;807,12;5;10;11;74;147,True
2020,Adversarially Robust Representations with Smooth Encoders,Taylan Cemgil;Sumedh Ghaisas;Krishnamurthy (Dj) Dvijotham;Pushmeet Kohli,5.666666666666667,Accept,Google;Google;Google;Google,-1;-1;-1;-1,5;4;1,55;39;1143;22578,12;4;76;313,4;2;17;69,False
2020,Scalable Neural Methods for Reasoning With a Symbolic Knowledge   Base,William W. Cohen;Haitian Sun;R. Alex Hofer;Matthew Siegler,6.0,Accept,Google;Google;Google;Google,-1;-1;-1;-1,0,22767;87;185;980,424;18;42;81,69;3;8;13,False
2020,Curriculum Loss: Robust Learning and Generalization  against Label Corruption,Yueming Lyu;Ivor W. Tsang,6.0,Accept,University of Technology Sydney;University of Technology Sydney,108;108,1;8,64;10966,9;253,5;51,True
2020,Low-dimensional statistical manifold embedding of directed graphs,Thorben Funke;Tian Guo;Alen Lancic;Nino Antulov-Fantulin,6.666666666666667,Accept,Universität Bremen;;;Swiss Federal Institute of Technology,154;-1;-1;10,10,5;311;101;68,9;58;12;19,1;11;5;6,True
2020,VideoFlow: A Conditional Flow-Based Model for Stochastic Video Generation,Manoj Kumar;Mohammad Babaeizadeh;Dumitru Erhan;Chelsea Finn;Sergey Levine;Laurent Dinh;Durk Kingma,6.0,Accept,";University of Illinois, Urbana-Champaign;Google;University of California Berkeley;Google;Google;University of Amsterdam",-1;3;-1;5;-1;-1;172,5,179;628;43043;7879;24893;4771;50,60;19;60;101;310;24;3,6;8;31;34;74;12;2,True
2020,Self-Adversarial Learning with Comparative Discrimination for Text Generation,Wangchunshu Zhou;Tao Ge;Ke Xu;Furu Wei;Ming Zhou,6.333333333333333,Accept,Microsoft;Microsoft;Beihang University;Microsoft;Microsoft,-1;-1;118;-1;-1,5;4,22;85;302;7172;1370,12;39;114;164;205,3;5;8;43;19,False
2020,On the Global Convergence  of Training Deep Linear ResNets,Difan Zou;Philip M. Long;Quanquan Gu,6.0,Accept,"University of California, Los Angeles;Google;University of California, Los Angeles",20;-1;20,1;9,426;5277;3895,31;156;174,11;36;34,False
2020,Measuring and Improving the Use of Graph Information in Graph Neural Networks,Yifan Hou;Jian Zhang;James Cheng;Kaili Ma;Richard T. B. Ma;Hongzhi Chen;Ming-Chang Yang,6.333333333333333,Accept,The Chinese University of Hong Kong;The Chinese University of Hong Kong;The Chinese University of Hong Kong;The Chinese University of Hong Kong;National University of Singapore;The Chinese University of Hong Kong;The Chinese University of Hong Kong,59;59;59;59;16;59;59,10,195;236;4;15;1571;37;297,57;62;7;5;96;14;47,8;8;1;2;20;4;10,False
2020,AssembleNet: Searching for Multi-Stream Neural Connectivity in Video Architectures,Michael S. Ryoo;AJ Piergiovanni;Mingxing Tan;Anelia Angelova,7.333333333333333,Accept,Google;University of Arizona;Google;Google,-1;172;-1;-1,0,2889;180;1706;1812,101;31;35;50,25;8;13;18,True
2020,Identity Crisis: Memorization and Generalization Under Extreme Overparameterization,Chiyuan Zhang;Samy Bengio;Moritz Hardt;Michael C. Mozer;Yoram Singer,5.666666666666667,Accept,Massachusetts Institute of Technology;Google;;Google;Princeton University,2;-1;-1;-1;31,8,5635;26795;7854;-1;35018,74;332;89;-1;211,27;67;33;-1;59,True
2020,Spike-based causal inference for weight alignment,Jordan Guerguiev;Konrad Kording;Blake Richards,6.666666666666667,Accept,Toronto University;University of Pennsylvania;McGill University,18;19;86,0,166;5210;1654,5;110;56,3;30;18,False
2020,VariBAD: A Very Good Method for Bayes-Adaptive Deep RL via Meta-Learning,Luisa Zintgraf;Kyriacos Shiarlis;Maximilian Igl;Sebastian Schulze;Yarin Gal;Katja Hofmann;Shimon Whiteson,5.75,Accept,University of Oxford;;University of Oxford;University of Oxford;University of Oxford;Microsoft;University of Oxford,50;-1;50;50;50;-1;50,11;6,475;238;272;228;6605;178;5445,16;11;12;78;91;36;203,8;7;6;8;20;8;38,False
2020,Expected Information Maximization: Using the I-Projection for Mixture Density Estimation,Philipp Becker;Oleg Arenz;Gerhard Neumann,6.0,Accept,TU Darmstadt;TU Darmstadt;University of Lincoln,64;64;481,5;4;1,116;62;3366,30;16;163,6;3;29,False
2020,Kernel of CycleGAN as a principal homogeneous space,Nikita Moriakov;Jonas Adler;Jonas Teuwen,5.666666666666667,Accept,"Radboud University Medical Center;KTH Royal Institute of Technology, Stockholm, Sweden;Radboud University Medical Center",390;128;390,4,10;516;122,16;28;33,2;7;7,False
2020,"Generative Models for Effective ML on Private, Decentralized Datasets",Sean Augenstein;H. Brendan McMahan;Daniel Ramage;Swaroop Ramaswamy;Peter Kairouz;Mingqing Chen;Rajiv Mathews;Blaise Aguera y Arcas,5.666666666666667,Accept,Google;Google;Google;Google;Google;Google;Google;Google,-1;-1;-1;-1;-1;-1;-1;-1,5,259;5944;21397;39;1029;329;165;8,14;68;46;9;50;31;9;4,7;32;30;3;11;11;6;1,False
2020,Gradient-Based Neural DAG Learning,Sébastien Lachapelle;Philippe Brouillard;Tristan Deleu;Simon Lacoste-Julien,6.666666666666667,Accept,University of Montreal;University of Montreal;University of Montreal;University of Montreal,128;128;128;128,10,3838;24;94;13,76;5;13;3,27;2;5;2,True
2020,DeepSphere: a graph-based spherical CNN,Michaël Defferrard;Martino Milani;Frédérick Gusset;Nathanaël Perraudin,6.666666666666667,Accept,Swiss Federal Institute of Technology Lausanne;Swiss Federal Institute of Technology Lausanne;Swiss Federal Institute of Technology Lausanne;Swiss Federal Institute of Technology,481;481;481;10,10,1979;0;1;744,17;3;3;38,4;0;1;12,False
2020,IMPACT: Importance Weighted Asynchronous Architectures with Clipped Target Networks,Michael Luo;Jiahao Yao;Richard Liaw;Eric Liang;Ion Stoica,5.25,Accept,University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley;University of California Berkeley,5;5;5;5;5,0,11;8;501;1042;57969,12;6;17;23;492,2;2;10;12;113,False
2020,Improving Neural Language Generation with Spectrum Control,Lingxiao Wang;Jing Huang;Kevin Huang;Ziniu Hu;Guangtao Wang;Quanquan Gu,5.0,Accept,"University of California, Los Angeles;JD AI Research;JD AI Research;University of California, Los Angeles;JD AI Research;University of California, Los Angeles",20;-1;-1;20;-1;20,3,311;2697;14;132;677;3895,56;57;4;24;39;174,10;16;2;6;12;34,False
2020,Harnessing the Power of Infinitely Wide Deep Nets on Small-data Tasks,Sanjeev Arora;Simon S. Du;Zhiyuan Li;Ruslan Salakhutdinov;Ruosong Wang;Dingli Yu,7.333333333333333,Accept,"Princeton University;Institue for Advanced Study, Princeton;Princeton University;Carnegie Mellon University;Carnegie Mellon University;Princeton University",31;-1;31;1;1;31,6,2317;2086;675;69005;-1;958,82;55;13;254;-1;99,14;20;10;82;-1;16,False
2020,NAS evaluation is frustratingly hard,Antoine Yang;Pedro M. Esperança;Fabio M. Carlucci,5.666666666666667,Accept,ENS Paris-Saclay;Huawei Technologies Ltd.;Huawei Technologies Ltd.,481;-1;-1,1,27;129;437,2;16;18,2;5;10,False
2020,Budgeted Training: Rethinking Deep Neural Network Training Under Resource Constraints,Mengtian Li;Ersin Yumer;Deva Ramanan,6.0,Accept,Carnegie Mellon University;Uber;Carnegie Mellon University,1;-1;1,2,210;1868;32040,43;50;163,10;20;59,True
2020,Training individually fair ML models with sensitive subspace robustness,Mikhail Yurochkin;Amanda Bower;Yuekai Sun,6.666666666666667,Accept,International Business Machines;University of Michigan;University of Michigan,-1;8;8,4;7,139;64;1229,27;23;46,6;4;15,True
2020,Deformable Kernels: Adapting Effective Receptive Fields for Object Deformation,Hang Gao;Xizhou Zhu;Stephen Lin;Jifeng Dai,6.0,Accept,University of California Berkeley;University of Science and Technology of China;Microsoft;Microsoft,5;481;-1;-1,0,752;734;77;7202,56;19;18;46,15;9;4;21,False
2020,From Variational to Deterministic Autoencoders,Partha Ghosh;Mehdi S. M. Sajjadi;Antonio Vergari;Michael Black;Bernhard Scholkopf,6.666666666666667,Accept,"Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute;Max Planck Institute for Intelligent Systems, Max-Planck Institute",-1;-1;-1;-1;-1,5,281;672;290;31998;77134,62;13;31;335;860,8;9;10;87;119,True
2020,GraphAF: a Flow-based Autoregressive Model for Molecular Graph Generation,Chence Shi*;Minkai Xu*;Zhaocheng Zhu;Weinan Zhang;Ming Zhang;Jian Tang,6.0,Accept,Peking University;Shanghai Jiao Tong University;University of Montreal;Shanghai Jiao Tong University;Peking University;HEC Montreal,22;53;128;53;22;128,5;10,34;7;54;4997;23;276,3;6;10;207;76;74,2;1;5;31;2;8,False
2020,A Theoretical Analysis of the Number of Shots in Few-Shot Learning,Tianshi Cao;Marc T Law;Sanja Fidler,6.666666666666667,Accept,"Toronto University;Department of Computer Science, University of Toronto;Department of Computer Science, University of Toronto",18;18;18,6,7;330;10743,7;34;160,2;9;49,True
2020,Deep Learning of Determinantal Point Processes via Proper Spectral Sub-gradient,Tianshu Yu;Yikang Li;Baoxin Li,5.666666666666667,Accept,Arizona State University;Arizona State University;Arizona State University,95;95;95,2,70;665;3431,21;72;225,6;12;28,False
2020,Augmenting Genetic Algorithms with Deep Neural Networks for Exploring the Chemical Space,AkshatKumar Nigam;Pascal Friederich;Mario Krenn;Alan Aspuru-Guzik,5.666666666666667,Accept,Toronto University;Toronto University;Toronto University;Toronto University,18;18;18;18,5,30;413;2052;12809,4;51;87;348,3;15;22;53,True
2020,Denoising and Regularization via Exploiting the Structural Bias of Convolutional Generators,Reinhard Heckel;Mahdi Soltanolkotabi,6.666666666666667,Accept,Technical University Munich;University of Southern California,53;31,1,971;2866,58;56,16;20,False
2020,SNOW: Subscribing to Knowledge via Channel Pooling for Transfer & Lifelong Learning of Convolutional Neural Networks,Chungkuk Yoo;Bumsoo Kang;Minsik Cho,6.333333333333333,Accept,International Business Machines;Korea Advanced Institute of Science and Technology;,-1;481;-1,0,440;1;936,35;5;58,10;1;17,False
2020,A Meta-Transfer Objective for Learning to Disentangle Causal Mechanisms,Yoshua Bengio;Tristan Deleu;Nasim Rahaman;Nan Rosemary Ke;Sebastien Lachapelle;Olexa Bilaniuk;Anirudh Goyal;Christopher Pal,6.333333333333333,Accept,"University of Montreal;University of Montreal;Max Planck Institute for Intelligent Systems, Max-Planck Institute;Polytechnique Montreal;University of Montreal;University of Montreal;University of Montreal;Ecole Polytechnique de Montreal",128;128;-1;390;128;128;128;390,10;1;6,208566;94;234;760;57;281;1137;8489,807;13;15;32;3;14;46;120,147;5;6;13;3;7;12;33,True
2020,Classification-Based Anomaly Detection for General Data,Liron Bergman;Yedid Hoshen,7.333333333333333,Accept,Hebrew University of Jerusalem;Hebrew University of Jerusalem,67;67,8,9;503,2;33,2;10,False
2020,B-Spline CNNs on Lie groups,Erik J Bekkers,5.666666666666667,Accept,Eindhoven University of Technology,205,0,598,37,13,True
2020,Global Relational Models of Source Code,Vincent J. Hellendoorn;Charles Sutton;Rishabh Singh;Petros Maniatis;David Bieber,5.0,Accept,"University of California, Davis;Google;Google;Google;Google",79;-1;-1;-1;-1,10,159;50;913;5924;45,7;18;53;87;4,4;3;12;36;2,False
2020,NeurQuRI: Neural Question Requirement Inspector for Answerability Prediction in Machine Reading Comprehension,Seohyun Back;Sai Chetan Chinthakindi;Akhil Kedia;Haejun Lee;Jaegul Choo,6.666666666666667,Accept,Samsung;Samsung;Samsung;Samsung;Korea University,-1;-1;-1;-1;323,0,29;3;3;125;2415,6;2;2;31;124,3;1;1;6;22,False
2020,Adjustable Real-time Style Transfer,Mohammad Babaeizadeh;Golnaz Ghiasi,6.0,Accept,"University of Illinois, Urbana-Champaign;Google",3;-1,0,628;1029,19;21,8;12,True
2020,Ranking Policy Gradient,Kaixiang Lin;Jiayu Zhou,5.0,Accept,SUN YAT-SEN UNIVERSITY;SUN YAT-SEN UNIVERSITY,481;481,1,193;2277,12;126,6;22,True
2020,Neural Epitome Search for Architecture-Agnostic Network Compression,Daquan Zhou;Xiaojie Jin;Qibin Hou;Kaixin Wang;Jianchao Yang;Jiashi Feng,5.0,Accept,National University of Singapore;Bytedance;National University of Singapore;National University of Singapore;Bytedance;National University of Singapore,16;-1;16;16;-1;16,0,23;1062;57;0;2264;9533,8;52;17;5;20;332,2;16;3;0;8;52,True
2020,Learning to Guide Random Search,Ozan Sener;Vladlen Koltun,6.5,Accept,Intel;Intel,-1;-1,11,1183;18005,33;191,13;63,False
2020,BERTScore: Evaluating Text Generation with BERT,Tianyi Zhang*;Varsha Kishore*;Felix Wu*;Kilian Q. Weinberger;Yoav Artzi,5.666666666666667,Accept,Cornell University;Cornell University;Cornell University;Cornell University;Cornell University,7;7;7;7;7,3;4,259;117;929;24393;2195,6;7;18;166;45,3;2;10;54;22,True
